"STATION","NAME","DATE","PRCP","SNOW","TMAX","TMIN"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-06-13",,,"86","60"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-06-14",,,"91","62"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-06-15",,,"83","61"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-06-16",,,"90","55"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-06-17",,,"86","61"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-06-18",,,"90","51"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-06-19","0.20",,"87","57"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-06-20","0.46",,"78","66"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-06-21","0.58",,"81","62"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-06-22",,,"86","55"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-06-23",,,"88","56"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-06-24","0.03",,"89","61"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-06-25",,,"91","64"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-06-26",,,"90","69"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-06-27",,,"87","65"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-06-28",,,"87","58"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-06-29",,,"80","63"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-06-30","0.00",,"80","61"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-01","0.11",,"82","62"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-02",,,"82","55"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-03",,,"83","54"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-04",,,"85","49"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-05",,,"89","54"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-06",,,"90","54"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-07","0.00",,"91","60"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-08",,,"92","69"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-09",,,"84","60"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-10",,,"75","45"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-11",,,"82","56"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-12",,,"87","52"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-13",,,"88","60"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-14",,,"91","56"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-15","0.92",,"87","68"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-16",,,"94","62"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-17",,,"93","62"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-18",,,"91","57"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-19",,,"97","61"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-20",,,"96","67"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-21",,,"95","67"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-22","0.10",,"90","70"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-23",,,"90","65"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-24","0.00",,"78","59"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-25",,,"85","51"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-26",,,"87","53"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-27","0.12",,"85","63"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-28",,,"80","50"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-29",,,"85","50"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-30",,,"77","64"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-07-31",,,"76","47"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-01",,,"81","46"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-02",,,"84","53"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-03",,,"87","50"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-04",,,"90","55"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-05",,,"91","60"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-06","0.20",,"85","66"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-07",,,"87","60"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-08",,,"91","55"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-09",,,"96","59"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-10",,,"96","69"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-11","0.11",,"91","69"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-12",,,"91","64"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-13",,,"90","55"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-14",,,"91","56"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-15",,,"95","52"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-16",,,"98","62"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-17","0.05",,"95","67"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-18",,,"94","60"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-19",,,"85","56"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-20",,,"77","52"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-21",,,"83","45"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-22",,,"89","47"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-23",,,"92","62"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-24","0.05",,"84","68"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-25",,,"87","56"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-26",,,"85","59"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-27","0.03",,"91","60"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-28",,,"98","64"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-29","0.17",,"88","69"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-30","0.83",,"81","62"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-08-31","0.03",,"84","71"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-01",,,"74","62"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-02",,,"78","46"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-03",,,"88","50"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-04",,,"85","64"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-05",,,"83","67"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-06",,,"88","64"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-07",,,"89","60"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-08",,,"83","49"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-09",,,"93","58"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-10","0.74",,"95","64"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-11",,,"95","65"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-12",,,"94","64"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-13","0.41",,"87","61"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-14",,,"72","52"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-15",,,"78","42"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-16","0.30",,"79","57"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-17",,,"88","62"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-18","0.03",,"95","61"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-19",,,"95","70"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-20",,,"95","64"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-21",,,"94","68"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-22",,,"95","64"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-23",,,"84","55"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-24",,,"75","40"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-25",,,"84","53"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-26","0.01",,"79","67"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-27",,,"69","46"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-28",,,"74","36"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-29",,,"69","46"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-09-30",,,"53","33"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-01",,,"63","26"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-02",,,"72","28"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-03",,,"74","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-04",,,"73","40"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-05",,,"65","50"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-06",,,"69","33"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-07","0.15",,"68","53"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-08",,,"56","35"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-09",,,"51","35"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-10",,,"60","22"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-11","0.14",,"66","44"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-12","0.15",,"57","42"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-13",,,"64","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-14",,,"62","40"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-15",,,"57","36"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-16",,,"70","31"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-17",,,"59","33"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-18",,,"64","31"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-19",,,"60","35"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-20",,,"60","25"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-21",,,"52","25"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-22",,,"66","40"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-23",,,"52","24"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-24",,,"57","23"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-25",,,"63","37"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-26",,,"70","29"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-27","0.14",,"65","46"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-28",,,"52","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-29",,,"42","20"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-30",,,"45","12"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-10-31","0.23",,"40","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-01",,"0.0","42","26"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-02",,"0.0","47","19"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-03",,"0.0","60","24"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-04",,"0.0","65","28"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-05",,"0.0","65","37"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-06",,"0.0","74","43"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-07",,"0.0","77","46"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-08","0.10","0.0","68","47"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-09","1.70","0.0","51","33"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-10",,"0.0","42","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-11",,"0.0","36","25"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-12",,"0.0","43","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-13",,"0.0","49","24"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-14",,"0.0","58","32"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-15","0.06","0.0","53","36"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-16","0.00","0.0","56","28"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-17",,"0.0","50","32"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-18","0.00","0.0","58","38"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-19","0.00","0.0","59","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-20","0.01","0.1","36","24"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-21","0.00","0.0","32","15"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-22",,"0.0","50","27"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-23","0.40","0.0","53","32"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-24","0.58","0.0","45","34"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-25","0.79","0.0","55","35"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-26","0.56","0.0","61","28"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-27","0.00","0.0","35","20"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-28",,"0.0","48","22"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-29","0.15","0.0","45","29"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-11-30","0.03","0.0","40","32"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-01","0.00","0.0","49","32"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-02","0.64","0.0","50","25"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-03",,"0.0","27","13"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-04","0.00","0.0","24","17"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-05","0.00","0.0","25","13"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-06",,"0.0","27","11"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-07",,"0.0","47","24"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-08",,"0.0","42","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-09",,"0.0","32","25"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-10",,"0.0","30","11"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-11","0.30","3.0","35","20"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-12",,"0.0","32","20"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-13",,"0.0","22","14"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-14",,"0.0","37","15"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-15",,"0.0","39","15"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-16",,"0.0","37","18"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-17",,"0.0","57","35"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-18",,"0.0","55","42"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-19",,"0.0","60","43"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-20","0.52","0.0","61","53"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-21","0.75","0.0","62","36"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-22","0.40","0.0","51","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-23","0.07","0.0","56","47"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-24","0.07","0.0","59","46"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-25","0.25","0.0","60","34"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-26","1.39","0.2","51","28"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-27","0.00","0.0","42","22"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-28","0.00","0.0","41","27"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-29","0.00","0.0","44","29"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-30","0.29","0.1","45","26"
"USC00331778","COLUMBUS OHIO STATE, OH US","1895-12-31","0.01","0.5","40","17"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-01","0.00","0.0","30","17"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-02","0.07","0.0","39","27"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-03","0.13","0.0","42","9"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-04","0.00","0.0","17","-4"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-05","0.00","0.0","13","4"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-06","0.09","1.7","23","9"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-07","0.00","0.0","39","17"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-08","0.00","0.0","40","26"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-09","0.00","0.0","34","31"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-10","0.00","0.0","36","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-11","0.00","0.0","38","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-12","0.00","0.0","41","26"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-13","0.00","0.0","37","20"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-14","0.00","0.0","32","14"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-15","0.00","0.0","27","12"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-16","0.00","0.0","40","14"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-17","0.00","0.0","50","33"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-18","0.20","0.0","50","34"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-19","0.08","0.0","47","32"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-20","0.00","0.0","36","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-21","0.00","0.0","37","29"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-22","0.03","0.0","40","28"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-23","0.32","0.0","51","42"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-24","0.74","0.0","53","35"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-25","0.01","0.0","43","32"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-26","0.00","0.0","35","31"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-27","0.00","0.0","33","26"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-28","0.00","0.0","36","24"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-29","0.00","0.0","42","26"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-30","0.00","0.0","50","28"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-01-31","0.00","0.0","52","31"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-01","0.04",,"51","45"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-02","0.01",,"45","33"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-03","0.09",,"41","34"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-04","0.07",,"44","32"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-05","0.01",,"42","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-06","0.41",,"42","33"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-07","0.00",,"42","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-08","0.06",,"38","26"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-09","0.28",,"38","24"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-10","0.00",,"41","22"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-11","0.00",,"42","24"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-12","0.01",,"39","19"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-13","0.38",,"42","27"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-14","0.00",,"44","25"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-15","0.00",,"51","33"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-16","0.09",,"31","10"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-17","0.00",,"17","7"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-18","0.00",,"31","14"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-19","0.00",,"22","3"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-20","0.00",,"11","-3"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-21","0.00",,"19","0"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-22","0.00",,"38","7"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-23","0.00",,"47","33"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-24","0.00",,"45","33"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-25","0.00",,"42","23"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-26","0.00",,"52","31"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-27","0.00",,"62","33"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-28","0.05",,"65","40"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-02-29","0.00",,"49","32"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-01","0.20","2.0","40","28"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-02","0.00","0.0","31","24"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-03","0.00","0.0","33","23"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-04","0.00","0.0","33","20"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-05","0.00","0.0","37","19"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-06","0.16","0.0","55","34"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-07","0.27","0.0","55","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-08","0.00","0.0","36","26"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-09","0.00","0.0","42","25"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-10","0.21","0.0","47","33"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-11","0.04","0.5","50","20"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-12","0.00","0.0","30","6"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-13","0.00","0.0","22","5"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-14","0.00","0.0","30","13"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-15","0.16","1.6","31","24"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-16","0.00","0.0","32","9"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-17","0.00","0.0","37","16"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-18","0.10","1.0","40","26"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-19","0.87","3.0","40","26"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-20","0.00","0.0","33","20"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-21","0.00","0.0","47","20"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-22","0.00","0.0","50","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-23","0.03","0.0","42","20"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-24","0.00","0.0","33","15"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-25","0.00","0.0","55","25"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-26","0.34","0.0","51","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-27","0.00","0.0","56","22"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-28","0.01","0.0","60","29"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-29","0.11","0.0","64","52"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-30","0.10","0.0","65","46"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-03-31","0.00","0.0","66","41"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-01","0.00","0.0","65","43"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-02","0.00","0.0","34","28"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-03","0.00","0.0","40","23"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-04","0.00","0.0","47","25"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-05","0.00","0.0","58","25"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-06","0.05","0.0","50","38"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-07","0.00","0.0","45","25"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-08","0.00","0.0","48","27"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-09","0.34","0.0","53","39"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-10","0.00","0.0","56","41"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-11","0.00","0.0","82","43"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-12","0.00","0.0","84","50"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-13","0.00","0.0","80","55"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-14","0.10","0.0","75","60"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-15","0.00","0.0","81","52"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-16","0.00","0.0","86","64"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-17","0.00","0.0","87","58"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-18","0.00","0.0","89","59"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-19","0.00","0.0","81","64"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-20","0.22","0.0","84","52"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-21","0.88","0.0","76","58"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-22","0.00","0.0","61","38"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-23","0.36","0.0","65","40"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-24","0.00","0.0","79","53"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-25","0.00","0.0","73","46"
"USC00331778","COLUMBUS OHIO STATE, OH US","1896-04-26","0.00","0.0","78","49"
