"STATION","NAME","DATE","PRCP","SNOW","TMAX","TMIN"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-01-15","0.00","0.0","38","33"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-01-16","0.00","0.0","34","21"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-01-17","0.00","0.0","26","10"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-01-18","0.00","0.0","55","26"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-01-19","0.00","0.0","42","22"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-01-20","0.15","0.0","48","34"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-01-21","0.75","0.0","52","29"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-01-22","0.00","0.0","32","21"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-01-23","0.00","0.0","32","19"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-01-24","0.20","0.0","36","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-01-25","0.00","0.0","35","31"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-01-26","0.00","0.0","41","33"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-01-27","0.41","0.0","40","34"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-01-28","0.33","0.0","42","33"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-01-29","0.00","0.0","36","25"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-01-30","0.00","0.0","44","27"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-01-31","0.16","0.0","48","38"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-01","0.07","0.0","55","41"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-02","0.08","0.0","52","36"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-03","0.04","0.0","56","21"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-04","0.00","0.0","28","10"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-05","0.00","0.0","21","11"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-06","0.00","0.0","29","12"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-07","0.00","0.0","31","13"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-08","0.00","0.0","47","25"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-09","0.00","0.0","41","25"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-10","0.28","0.0","28","17"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-11","0.00","0.0","34","11"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-12","0.57","0.0","41","19"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-13","0.03","0.0","53","39"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-14","0.00","0.0","48","15"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-15","0.00","0.0","18","6"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-16","0.00","0.0","21","7"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-17","0.07","0.0","19","11"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-18","0.00","0.0","21","-1"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-19","0.00","0.0","31","7"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-20","0.07","0.0","31","24"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-21","0.00","0.0","39","6"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-22","0.00","0.0","36","16"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-23","0.00","0.0","25","15"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-24","0.02","0.0","39","8"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-25","0.00","0.0","43","34"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-26","0.48","0.0","43","38"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-27","0.08","0.0","41","33"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-02-28","0.00","0.0","39","31"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-01","0.02","0.0","39","33"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-02","0.00","0.0","64","34"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-03","0.00","0.0","64","41"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-04","0.07","0.0","65","35"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-05","0.00","0.0","42","31"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-06","0.33","2.5","38","29"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-07","0.04","0.0","32","25"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-08","0.00","0.0","35","16"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-09","0.00","0.0","50","24"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-10","0.08","0.0","53","37"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-11","0.00","0.0","48","26"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-12","0.34","0.0","60","42"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-13","0.10","0.0","45","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-14","0.00","0.0","35","27"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-15","0.04","0.0","60","28"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-16","0.84","0.0","58","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-17","0.00","0.0","45","23"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-18","0.00","0.0","60","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-19","0.00","0.0","53","14"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-20","0.00","0.0","42","15"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-21","0.00","0.0","60","35"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-22","0.69","0.0","59","43"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-23","0.40","0.0","61","35"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-24","0.00","0.0","46","20"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-25","0.00","0.0","61","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-26","0.00","0.0","35","27"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-27","0.00","0.0","53","26"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-28","0.00","0.0","39","22"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-29","0.00","0.0","53","15"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-30","0.02","0.0","49","20"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-03-31","0.00","0.0","26","10"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-01","0.00","0.0","40","15"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-02","0.00","0.0","63","32"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-03","0.27","0.0","55","42"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-04","0.37","0.0","55","42"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-05","0.42","0.0","46","36"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-06","0.00","0.0","56","31"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-07","0.00","0.0","71","31"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-08","0.00","0.0","65","31"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-09","0.00","0.0","48","24"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-10","0.00","0.0","55","35"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-11","0.00","0.0","67","35"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-12","0.00","0.0","68","33"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-13","0.30","0.0","61","44"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-14","0.22","0.0","45","38"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-15","0.04","0.0","57","38"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-16","0.00","0.0","47","34"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-17","0.00","0.0","51","32"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-18","0.00","0.0","64","31"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-19","0.00","0.0","73","37"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-20","0.00","0.0","77","42"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-21","0.08","0.0","75","52"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-22","0.00","0.0","70","50"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-23","0.00","0.0","66","45"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-24","0.00","0.0","62","37"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-25","0.00","0.0","66","34"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-26","0.00","0.0","70","35"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-27","0.00","0.0","77","39"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-28","0.25","0.0","71","52"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-29","0.00","0.0","63","39"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-04-30","0.00","0.0","71","44"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-01","0.00",,"76","38"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-02","0.00",,"74","43"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-03","0.00",,"79","45"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-04","0.00",,"81","46"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-05","0.00",,"69","49"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-06","0.00",,"74","39"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-07","0.00",,"80","37"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-08","0.51","0.0","70","35"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-09","0.06","0.0","38","32"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-10","0.00",,"61","34"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-11","0.63",,"57","44"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-12","0.49",,"67","46"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-13","0.00",,"62","37"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-14","0.00",,"68","51"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-15","0.72",,"79","58"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-16","0.00",,"66","47"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-17","0.00",,"64","39"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-18","0.00",,"68","45"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-19","0.00",,"75","50"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-20","0.28",,"73","60"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-21","0.00",,"66","52"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-22","0.00",,"65","48"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-23","0.00",,"68","50"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-24","0.00",,"76","41"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-25","0.00",,"76","52"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-26","0.00",,"80","60"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-27","0.00",,"84","59"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-28","0.00",,"83","55"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-29","0.00",,"83","60"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-30","0.00",,"83","51"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-05-31","0.00",,"86","52"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-01","0.00",,"88","58"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-02","0.00",,"87","63"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-03","0.00",,"90","63"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-04","0.00",,"90","63"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-05","0.60",,"86","64"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-06","0.02",,"85","66"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-07","0.99",,"81","65"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-08","0.00",,"72","52"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-09","0.00",,"73","48"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-10","0.00",,"76","49"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-11","0.42",,"70","57"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-12","0.08",,"67","59"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-13","0.00",,"77","50"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-14","0.29",,"81","50"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-15","0.89",,"81","60"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-16","0.00",,"84","61"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-17","0.00",,"86","62"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-18","0.00",,"90","63"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-19","0.00",,"91","66"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-20","0.00",,"91","64"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-21","0.00",,"94","67"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-22","0.00",,"94","68"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-23","0.09",,"91","63"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-24","1.24",,"92","65"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-25","0.00",,"90","66"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-26","0.00",,"88","72"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-27","0.00",,"82","56"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-28","0.56",,"64","56"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-29","0.00",,"68","47"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-06-30","0.00",,"71","45"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-01","0.04",,"77","48"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-02","0.00",,"81","60"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-03","0.30",,"82","58"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-04","0.00",,"86","62"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-05","0.07",,"87","65"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-06","1.49",,"87","66"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-07","1.02",,"84","66"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-08","0.05",,"85","60"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-09","0.00",,"88","59"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-10","0.00",,"91","64"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-11","0.05",,"91","70"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-12","0.01",,"86","69"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-13","0.00",,"87","60"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-14","0.00",,"88","58"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-15","0.39",,"91","66"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-16","0.44",,"85","67"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-17","0.00",,"83","59"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-18","0.00",,"85","59"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-19","0.00",,"90","60"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-20","0.00",,"90","59"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-21","0.00",,"92","64"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-22","0.00",,"86","68"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-23","0.06",,"81","54"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-24","1.04",,"83","63"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-25","0.00",,"81","62"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-26","0.00",,"80","51"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-27","0.00",,"83","54"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-28","0.92",,"78","66"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-29","0.00",,"85","61"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-30","0.00",,"89","62"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-07-31","0.05",,"85","68"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-01","0.00",,"88","65"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-02","0.00",,"88","67"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-03","0.03",,"84","71"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-04","1.43",,"88","70"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-05","0.43",,"86","72"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-06","0.44",,"85","68"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-07","0.00",,"90","69"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-08","0.00",,"83","74"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-09","0.00",,"84","63"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-10","0.69",,"84","64"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-11","0.00",,"86","68"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-12","0.06",,"91","63"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-13","0.00",,"78","59"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-14","0.00",,"87","55"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-15","0.22",,"82","62"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-16","0.01",,"70","58"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-17","0.11",,"79","61"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-18","0.00",,"83","50"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-19","0.00",,"85","57"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-20","0.00",,"78","55"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-21","0.19",,"87","63"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-22","0.05",,"67","47"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-23","0.00",,"71","41"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-24","0.03",,"76","45"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-25","0.00",,"73","45"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-26","0.00",,"78","52"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-27","0.27",,"79","62"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-28","0.27",,"80","63"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-29","0.02",,"80","57"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-30","0.00",,"83","58"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-08-31","0.08",,"84","63"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-01","0.00",,"87","63"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-02","0.00",,"86","66"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-03","0.34",,"84","68"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-04","0.08",,"84","65"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-05","0.92",,"84","67"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-06","0.44",,"84","65"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-07","0.07",,"83","68"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-08","0.05",,"76","59"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-09","0.00",,"72","56"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-10","0.00",,"70","47"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-11","0.00",,"79","45"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-12","0.14",,"74","57"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-13","0.00",,"68","48"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-14","0.00",,"63","34"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-15","0.00",,"65","36"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-16","0.00",,"71","37"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-17","0.00",,"80","41"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-18","0.30",,"70","58"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-19","0.07",,"76","65"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-20","0.35",,"77","62"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-21","0.01",,"76","61"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-22","0.00",,"75","59"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-23","0.00",,"77","56"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-24","0.00",,"82","54"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-25","0.00",,"86","57"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-26","0.00",,"88","58"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-27","0.62",,"87","62"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-28","0.68",,"82","62"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-29","0.00",,"81","60"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-09-30","0.00",,"72","47"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-01","0.00",,"68","46"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-02","0.00",,"65","40"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-03","0.00",,"72","43"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-04","0.00",,"63","47"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-05","0.00",,"57","34"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-06","0.00",,"60","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-07","0.00",,"61","32"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-08","0.00",,"66","32"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-09","0.00",,"69","33"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-10","0.00",,"73","34"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-11","0.00",,"78","37"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-12","0.00",,"80","38"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-13","0.00",,"82","45"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-14","0.05",,"63","46"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-15","0.15",,"68","50"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-16","0.00",,"78","51"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-17","0.00",,"78","58"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-18","0.06",,"72","54"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-19","0.07",,"63","46"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-20","0.00",,"56","35"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-21","0.00",,"55","35"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-22","0.00",,"48","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-23","0.00",,"55","29"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-24","0.92",,"50","38"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-25","0.03",,"61","42"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-26","0.00",,"52","36"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-27","0.00",,"61","37"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-28","0.03",,"57","48"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-29","0.11",,"53","37"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-30","0.28",,"60","40"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-10-31","0.00",,"41","27"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-11-01","0.00","0.0","47","24"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-11-02","0.00","0.0","54","27"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-11-03","0.05","0.0","54","33"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-11-04","0.81","0.0","54","44"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-11-05","0.11","0.0","52","45"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-11-06","0.00","0.0","46","42"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-11-07","0.00","0.0","49","39"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-11-08","0.00","0.0","42","30"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-11-09","0.00","0.0","44","22"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-11-10","0.00","0.0","58","29"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-11-11","0.00","0.0","60","37"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-11-12","0.00","0.0","53","29"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-11-13","0.00","0.0","60","31"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-11-14","0.00","0.0","57","29"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-11-15","0.00","0.0","55","37"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-11-16","0.05","0.0","47","40"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-11-17","0.03","0.0","41","34"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-11-19","0.00","0.0","45","27"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-11-20","0.00","0.0","59","28"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-11-21","0.00","0.0","64","46"
"USC00331778","COLUMBUS OHIO STATE, OH US","1923-11-22","0.00","0.0","49","32"
